ID,ComplainDate,CompletionDate,CustomerID,BrokerID,ProductID,ComplainPriorityID,ComplainTypeID,ComplainSourceID,ComplainCategoryID,ComplainStatusID,ClientSatisfaction,ExpectedReimbursement,RegionID
9851,06/28/18,06/29/18,28138,10992,7,2,5,5,57,9,SAT,0,209
8462,10/13/17,10/19/17,2150903,11148,46,2,5,5,57,9,SAT,0,676
12650,06/25/19,06/25/19,32644,10152,24,2,5,5,57,9,SAT,0,894
8713,11/13/17,11/14/17,1689909,9357,29,2,5,5,57,9,SAT,0,679
9862,06/29/18,06/29/18,1813249,2178,40,2,5,5,57,9,SAT,0,304
12658,06/26/19,06/26/19,36531,11764,7,2,5,5,57,9,SAT,0,813
8608,10/20/17,10/23/17,864011,8507,6,2,5,5,57,9,SAT,0,974
8624,10/20/17,10/23/17,40253,10534,76,2,5,5,57,9,SAT,0,325
8635,10/23/17,10/24/17,41250,2531,38,2,5,5,57,9,SAT,0,434
9111,02/16/18,02/21/18,2383497,11132,7,2,5,5,57,9,SAT,0,30
12718,07-08-19,07-10-19,1852091,8820,32,2,5,5,57,9,SAT,0,707
8661,10/26/17,10/27/17,46815,8601,17,2,5,5,57,9,SAT,0,234
9496,05-09-18,05-09-18,1642885,12476,2,2,5,5,57,9,SAT,0,72
8623,10/20/17,10/23/17,57860,496,4,2,5,5,57,9,SAT,0,228
8023,09-08-17,09/19/17,132645,9824,3,2,5,5,57,9,SAT,0,760
8145,09/25/17,10-02-17,64849,1956,29,2,5,5,57,9,SAT,0,218
8284,10-06-17,10-12-17,2398051,11916,22,2,5,5,57,9,SAT,0,98
12571,06-05-19,06-06-19,500967,8963,22,2,5,5,57,9,SAT,0,206
9470,05-04-18,05-10-18,72610,2172,18,2,5,5,57,9,SAT,0,354
8667,10/27/17,10/27/17,73411,10659,64,2,5,5,57,9,SAT,0,883
8144,09/25/17,10-02-17,76921,1201,51,2,5,5,57,9,SAT,0,754
9120,02/20/18,02/23/18,80538,2065,36,2,5,5,57,9,SAT,0,424
7936,08/22/17,08/23/17,356484,10764,2,2,5,5,57,9,SAT,0,89
11991,04/16/19,04/17/19,727069,10328,30,2,5,5,57,9,SAT,0,935
8669,10/27/17,10/27/17,2108001,9410,43,2,5,5,57,9,SAT,0,707
9937,07/17/18,07/17/18,893605,11036,52,2,5,5,57,9,SAT,0,668
9544,05/14/18,06-05-18,107152,8887,11,2,5,5,57,9,SAT,0,418
8735,11/21/17,11/21/17,109553,8797,71,2,5,5,57,9,SAT,0,544
9364,04/17/18,04/23/18,1810082,8055,64,2,5,5,57,9,SAT,0,679
12697,07-02-19,07-02-19,850141,10160,16,2,5,5,57,9,SAT,0,765
8633,10/23/17,10/24/17,115694,12003,6,2,5,5,57,9,SAT,0,666
12823,07/30/19,07/30/19,115694,1706,57,2,5,5,57,9,SAT,0,666
9960,07/18/18,07/18/18,116130,940,35,2,5,5,57,9,SAT,0,9
9001,01/29/18,03/15/18,382765,12065,77,2,5,5,57,9,SAT,0,731
7908,08-09-17,08-10-17,1749783,8985,26,2,5,5,57,9,SAT,0,524
12691,06/28/19,06/28/19,122348,9370,12,2,5,5,57,9,SAT,0,489
7969,08/31/17,09-01-17,1791334,11153,2,2,5,5,57,9,SAT,0,576
9625,05/21/18,05/21/18,254068,9372,45,2,5,5,57,9,SAT,0,744
12822,07/30/19,07/30/19,129391,11116,57,2,5,5,57,9,SAT,0,605
9683,06-01-18,06-04-18,2110766,394,4,2,5,5,57,9,SAT,0,123
8811,12-12-17,12/15/17,437392,11114,69,2,5,5,57,9,SAT,0,204
8002,09-06-17,09/19/17,2096685,10639,78,2,5,5,57,9,SAT,0,732
12950,08/30/19,10-09-19,1871005,12229,27,2,5,5,57,9,SAT,0,752
9619,05/21/18,05/21/18,1867223,125,63,2,5,5,57,9,SAT,0,817
12375,05/20/19,05/21/19,146561,10892,51,2,5,5,57,9,SAT,0,41
8165,09/26/17,10-03-17,149169,9393,1,2,5,5,57,9,SAT,0,21
7822,07/27/17,07/28/17,154645,2129,36,2,5,5,57,9,SAT,0,354
7963,08/30/17,08/31/17,1710881,9958,3,2,5,5,57,9,SAT,0,499
12659,06/26/19,06/26/19,1904110,11000,10,2,5,5,57,9,SAT,0,885
7787,07/24/17,07/26/17,168591,10964,71,2,5,5,57,9,SAT,0,649
7786,07/24/17,07/26/17,169464,9395,63,2,5,5,57,9,SAT,0,945
8717,11/14/17,11/16/17,1689523,11031,60,2,5,5,57,9,SAT,0,82
8220,10-02-17,10-02-17,171420,10020,2,2,5,5,57,9,SAT,0,195
8711,11-10-17,11/13/17,695009,11621,47,2,5,5,57,9,SAT,0,74
7873,08-03-17,08-03-17,1827023,119,19,2,5,5,57,9,SAT,0,474
7974,08/31/17,09-01-17,542231,11545,28,2,5,5,57,9,SAT,0,453
7780,07/24/17,07/28/17,891902,839,23,2,5,5,57,9,SAT,0,895
9008,01/29/18,01/30/18,891902,10883,55,2,5,5,57,9,SAT,0,895
8695,11-07-17,11-09-17,1820519,2129,5,2,5,5,57,9,SAT,0,948
7788,07/24/17,07/27/17,777807,10618,50,2,5,5,57,9,SAT,0,511
8036,09-12-17,09/21/17,777807,8991,53,2,5,5,57,9,SAT,0,511
8771,11/30/17,12-01-17,187783,12428,22,2,5,5,57,9,SAT,0,331
9823,06/25/18,06/28/18,715981,11039,27,2,5,5,57,9,SAT,0,721
9591,05/18/18,05/18/18,190400,9918,62,2,5,5,57,9,SAT,0,571
7821,07/27/17,07/28/17,1748946,11122,64,2,5,5,57,9,SAT,0,576
8254,10-03-17,10-06-17,1748946,8662,8,2,5,5,57,9,SAT,0,576
8953,01/22/18,02/26/18,707090,2208,53,2,5,5,57,9,SAT,0,251
9476,05-04-18,05-07-18,198723,9210,33,2,5,5,57,9,SAT,0,408
8965,01/22/18,01/29/18,1917927,11163,74,2,5,5,57,9,SAT,0,319
12758,07/17/19,07/17/19,201020,7973,3,2,5,5,57,9,SAT,0,745
12511,05/30/19,05/31/19,201161,10587,76,2,5,5,57,9,SAT,0,766
9776,06/18/18,07-03-18,467688,8917,29,2,5,5,57,9,SAT,0,119
12800,07/29/19,07/29/19,467688,10361,21,2,5,5,57,9,SAT,0,119
7981,09-01-17,09-01-17,206588,8662,34,2,5,5,57,9,SAT,0,529
8131,09/22/17,09/29/17,354911,10834,33,2,5,5,57,9,SAT,0,515
9523,05-11-18,05-11-18,405385,12334,34,2,5,5,57,9,SAT,0,531
7758,07/19/17,07/21/17,209716,9175,27,2,5,5,57,9,SAT,0,465
12399,05/21/19,05/22/19,211708,10426,21,2,5,5,57,9,SAT,0,529
8003,09-06-17,09/19/17,214278,11052,45,2,5,5,57,9,SAT,0,581
8942,01/18/18,01/23/18,215370,9798,25,2,5,5,57,9,SAT,0,556
7785,07/24/17,07/26/17,1707181,11157,63,2,5,5,57,9,SAT,0,603
7970,08/31/17,09-01-17,222811,10820,9,2,5,5,57,9,SAT,0,681
8626,10/20/17,10/23/17,224111,1202,1,2,5,5,57,9,SAT,0,23
8141,09/25/17,09/29/17,1793233,11059,26,2,5,5,57,9,SAT,0,322
12699,07-02-19,07-02-19,349838,11030,57,2,5,5,57,9,SAT,0,282
8718,11/14/17,11/16/17,228149,781,67,2,5,5,57,9,SAT,0,353
8636,10/23/17,10/24/17,228957,2666,66,2,5,5,57,9,SAT,0,503
9611,05/21/18,05/21/18,1866584,9393,11,2,5,5,57,9,SAT,0,940
12572,06-05-19,06-06-19,232917,11840,49,2,5,5,57,9,SAT,0,407
7875,08-04-17,08-04-17,1854675,1229,34,2,5,5,57,9,SAT,0,118
8657,10/26/17,10/26/17,747628,11179,13,2,5,5,57,9,SAT,0,375
9684,06-01-18,06-04-18,236500,1548,5,2,5,5,57,9,SAT,0,717
9784,06/19/18,06/27/18,236624,10738,49,2,5,5,57,9,SAT,0,325
7759,07/19/17,07/24/17,238789,11788,2,2,5,5,57,9,SAT,0,815
8210,10-02-17,10-06-17,1875048,11182,78,2,5,5,57,9,SAT,0,269
7976,08/31/17,09-01-17,246433,10426,70,2,5,5,57,9,SAT,0,631
7818,07/27/17,07/28/17,247613,811,44,2,5,5,57,9,SAT,0,34
12175,04/22/19,04/23/19,478197,496,10,2,5,5,57,9,SAT,0,475
12982,09-11-19,09/17/19,252546,12476,55,2,5,5,57,9,SAT,0,644
12528,05/30/19,06-03-19,253009,2537,33,2,5,5,57,9,SAT,0,895
8008,09-06-17,09/19/17,253955,581,55,2,5,5,57,9,SAT,0,356
9816,06/22/18,06/26/18,260738,12352,26,2,5,5,57,9,SAT,0,491
12690,06/28/19,07-02-19,2158875,8585,71,2,5,5,57,9,SAT,0,425
7749,07/18/17,07/21/17,379119,2696,46,2,5,5,57,9,SAT,0,982
8722,11/15/17,11/16/17,281207,10147,53,2,5,5,57,9,SAT,0,735
8631,10/23/17,10/24/17,283161,2124,69,2,5,5,57,9,SAT,0,209
7839,07/31/17,08-01-17,1868523,911,14,2,5,5,57,9,SAT,0,919
9560,05/16/18,05/17/18,288358,8766,41,2,5,5,57,9,SAT,0,229
12665,06/26/19,06/26/19,2155731,1957,2,2,5,5,57,9,SAT,0,266
9140,02/26/18,02/27/18,1919429,645,3,2,5,5,57,9,SAT,0,207
7824,07/27/17,07/28/17,743006,1202,1,2,5,5,57,9,SAT,0,300
8296,10-06-17,10/13/17,517701,11638,5,2,5,5,57,9,SAT,0,774
7784,07/24/17,07/26/17,1842505,11114,27,2,5,5,57,9,SAT,0,124
8470,10/13/17,10/19/17,310824,2380,23,2,5,5,57,9,SAT,0,975
12732,07-11-19,07-11-19,313683,9816,34,2,5,5,57,9,SAT,0,963
9338,04-10-18,04-11-18,864115,753,15,2,5,5,57,9,SAT,0,722
8697,11-08-17,11-10-17,1905672,1866,36,2,5,5,57,9,SAT,0,880
12617,06/13/19,06/13/19,316911,12354,8,2,5,5,57,9,SAT,0,908
7919,08/14/17,08/14/17,317637,10550,29,2,5,5,57,9,SAT,0,263
9469,05-04-18,05-10-18,1870628,10646,65,2,5,5,57,9,SAT,0,69
8671,10/27/17,10/27/17,322251,10659,72,2,5,5,57,9,SAT,0,851
9265,03/22/18,03/27/18,322693,11937,36,2,5,5,57,9,SAT,0,479
9328,04-03-18,04-11-18,754714,10991,22,2,5,5,57,9,SAT,0,430
12616,06/13/19,06/13/19,1793736,10987,21,2,5,5,57,9,SAT,0,71
7801,07/25/17,07/27/17,2478688,8891,41,2,5,5,57,9,SAT,0,570
8007,09-06-17,09/19/17,406470,11178,36,2,5,5,57,9,SAT,0,867
7779,07/24/17,07/26/17,332347,8932,37,2,5,5,57,9,SAT,0,720
7844,08-01-17,08-02-17,1770509,645,76,2,5,5,57,9,SAT,0,550
9686,06-01-18,06-04-18,338355,9588,4,2,5,5,57,9,SAT,0,920
9087,02/13/18,02/14/18,338790,11114,73,2,5,5,57,9,SAT,0,487
7800,07/25/17,07/27/17,1729540,12621,56,2,5,5,57,9,SAT,0,563
8138,09/25/17,09/29/17,888365,11212,22,2,5,5,57,9,SAT,0,542
8619,10/20/17,10/23/17,349804,7949,4,2,5,5,57,9,SAT,0,56
8101,09/20/17,09/28/17,350241,10218,58,2,5,5,57,9,SAT,0,28
7810,07/26/17,07/27/17,350288,416,52,2,5,5,57,9,SAT,0,923
10024,08-03-18,08/20/18,350288,12229,74,2,5,5,57,9,SAT,0,923
12496,05/30/19,06-04-19,352233,2656,77,2,5,5,57,9,SAT,0,139
7928,08/18/17,08/18/17,354970,9998,43,2,5,5,57,9,SAT,0,597
9360,04/17/18,04/25/18,1914854,282,34,2,5,5,57,9,SAT,0,971
7746,07/18/17,07/21/17,1870964,781,30,2,5,5,57,9,SAT,0,348
10723,01/18/19,01/23/19,362181,197,70,2,5,5,57,9,SAT,0,368
8241,10-03-17,10-09-17,362537,10722,35,2,5,5,57,9,SAT,0,78
7848,08-01-17,08-02-17,375386,1097,54,2,5,5,57,9,SAT,0,264
12798,07/29/19,07/29/19,382006,10693,12,2,5,5,57,9,SAT,0,391
12816,07/30/19,07/30/19,382532,1140,33,2,5,5,57,9,SAT,0,862
9936,07/17/18,07/17/18,384589,8955,48,2,5,5,57,9,SAT,0,340
9680,06-01-18,06-04-18,389543,9715,43,2,5,5,57,9,SAT,0,978
8774,11/30/17,12-04-17,392635,10834,76,2,5,5,57,9,SAT,0,807
8629,10/23/17,10/24/17,393687,151,62,2,5,5,57,9,SAT,0,190
12440,05/22/19,05/24/19,2121261,11030,41,2,5,5,57,9,SAT,0,607
8038,09-12-17,09/22/17,395716,11781,11,2,5,5,57,9,SAT,0,797
9566,05/16/18,05/17/18,452677,10037,76,2,5,5,57,9,SAT,0,267
9957,07/18/18,07/18/18,406415,10576,38,2,5,5,57,9,SAT,0,42
8652,10/25/17,10/27/17,1785430,10737,34,2,5,5,57,9,SAT,0,88
12176,04/22/19,04/23/19,414281,10990,17,2,5,5,57,9,SAT,0,843
8028,09-11-17,09/20/17,414724,868,27,2,5,5,57,9,SAT,0,952
11009,02/27/19,02/27/19,418028,7626,29,2,5,5,57,9,SAT,0,942
12776,07/23/19,07/31/19,1840843,9247,21,2,5,5,57,9,SAT,0,412
10806,02-01-19,02-11-19,422081,11276,61,2,5,5,57,9,SAT,0,526
9846,06/27/18,06/29/18,1795163,11148,74,2,5,5,57,9,SAT,0,902
11344,03/15/19,03/18/19,1855269,12367,56,2,5,5,57,9,SAT,0,695
7815,07/27/17,07/27/17,513876,9796,23,2,5,5,57,9,SAT,0,770
9235,03/14/18,03/16/18,431752,11175,49,2,5,5,57,9,SAT,0,348
8616,10/20/17,10/23/17,873791,10534,47,2,5,5,57,9,SAT,0,170
8685,11-02-17,11-02-17,439401,1275,55,2,5,5,57,9,SAT,0,970
7789,07/24/17,07/27/17,441376,8057,2,2,5,5,57,9,SAT,0,574
8140,09/25/17,09/29/17,450638,10030,12,2,5,5,57,9,SAT,0,909
7850,08-01-17,08-02-17,2097232,355,18,2,5,5,57,9,SAT,0,258
8130,09/22/17,09/29/17,461760,11798,35,2,5,5,57,9,SAT,0,220
9416,04/26/18,05-02-18,465502,10737,65,2,5,5,57,9,SAT,0,386
9990,07/24/18,07/24/18,465851,9983,24,2,5,5,57,9,SAT,0,32
12785,07/24/19,07/24/19,468853,9796,15,2,5,5,57,9,SAT,0,439
9780,06/19/18,06/28/18,2034421,507,36,2,5,5,57,9,SAT,0,960
9071,02-08-18,02-09-18,684959,1440,26,2,5,5,57,9,SAT,0,219
8797,12-07-17,12-08-17,623630,7841,50,2,5,5,57,9,SAT,0,244
7765,07/20/17,07/24/17,2034916,8120,33,2,5,5,57,9,SAT,0,31
7803,07/25/17,07/27/17,1748339,486,65,2,5,5,57,9,SAT,0,975
7816,07/27/17,07/27/17,480366,9803,61,2,5,5,57,9,SAT,0,868
9848,06/27/18,06/29/18,665656,11537,55,2,5,5,57,9,SAT,0,270
7849,08-01-17,08-02-17,491135,10328,3,2,5,5,57,9,SAT,0,869
9826,06/25/18,06/28/18,496066,960,2,2,5,5,57,9,SAT,0,734
7766,07/20/17,07/25/17,501598,12367,60,2,5,5,57,9,SAT,0,586
8386,10-10-17,10/13/17,502519,10898,78,2,5,5,57,9,SAT,0,940
7917,08/14/17,08/14/17,505618,11910,49,2,5,5,57,9,SAT,0,376
12587,06-07-19,06-10-19,505618,10883,74,2,5,5,57,9,SAT,0,376
7954,08/29/17,08/30/17,511479,8367,74,2,5,5,57,9,SAT,0,226
8793,12-06-17,12-06-17,512342,11194,10,2,5,5,57,9,SAT,0,85
8133,09/25/17,09/29/17,1603926,994,49,2,5,5,57,9,SAT,0,874
10852,02-07-19,02-11-19,513475,1999,41,2,5,5,57,9,SAT,0,757
8343,10-09-17,10/24/17,514922,11157,13,2,5,5,57,9,SAT,0,370
8612,10/20/17,10/20/17,524633,8953,24,2,5,5,57,9,SAT,0,499
8617,10/20/17,10/23/17,530442,2384,30,2,5,5,57,9,SAT,0,609
8716,11/14/17,11/16/17,592989,868,36,2,5,5,57,9,SAT,0,746
7932,08/22/17,08/23/17,2476830,8948,2,2,5,5,57,9,SAT,0,410
7764,07/20/17,07/24/17,2117187,9175,36,2,5,5,57,9,SAT,0,404
8029,09-11-17,09/20/17,2399958,10948,52,2,5,5,57,9,SAT,0,946
8026,09-08-17,09/19/17,545628,11798,28,2,5,5,57,9,SAT,0,656
8720,11/14/17,11/16/17,1674322,2478,58,2,5,5,57,9,SAT,0,631
11981,04/15/19,04/16/19,553822,9872,51,2,5,5,57,9,SAT,0,500
8609,10/20/17,10/23/17,1898527,12727,11,2,5,5,57,9,SAT,0,559
7966,08/30/17,08/31/17,560036,9856,50,2,5,5,57,9,SAT,0,880
8956,01/22/18,02/13/18,1948292,2262,11,2,5,5,57,9,SAT,0,914
7817,07/27/17,07/28/17,562606,9813,41,2,5,5,57,9,SAT,0,450
7802,07/25/17,07/27/17,564544,11479,5,2,5,5,57,9,SAT,0,831
9651,05/24/18,06-06-18,571927,12333,74,2,5,5,57,9,SAT,0,779
12657,06/26/19,06/26/19,2225454,73,45,2,5,5,57,9,SAT,0,34
9671,05/30/18,05/31/18,620113,11870,37,2,5,5,57,9,SAT,0,497
8015,09-07-17,09/19/17,583107,865,9,2,5,5,57,9,SAT,0,622
12685,06/27/19,06/27/19,585343,11461,70,2,5,5,57,9,SAT,0,511
7748,07/18/17,07/25/17,593027,9559,50,2,5,5,57,9,SAT,0,581
7910,08-10-17,08-10-17,593218,1092,34,2,5,5,57,9,SAT,0,33
8497,10/16/17,10/19/17,594675,7979,78,2,5,5,57,9,SAT,0,986
7955,08/29/17,08/30/17,2126521,2172,26,2,5,5,57,9,SAT,0,838
10537,11/26/18,11/26/18,596388,11036,67,2,5,5,57,9,SAT,0,102
9849,06/27/18,06/29/18,2141554,8055,22,2,5,5,57,9,SAT,0,248
9964,07/19/18,07/19/18,1726383,11072,46,2,5,5,57,9,SAT,0,601
9704,06-05-18,06-06-18,1789500,1956,3,2,5,5,57,9,SAT,0,364
10741,01/22/19,01/25/19,619300,923,64,2,5,5,57,9,SAT,0,582
10379,10/23/18,10/24/18,775139,138,35,2,5,5,57,9,SAT,0,188
8021,09-08-17,09/19/17,625005,10987,63,2,5,5,57,9,SAT,0,253
12844,08-02-19,08/13/19,628122,2537,7,2,5,5,57,9,SAT,0,881
9665,05/29/18,05/29/18,630407,8063,58,2,5,5,57,9,SAT,0,673
12393,05/21/19,05/27/19,2204908,1115,63,2,5,5,57,9,SAT,0,877
8129,09/22/17,09/29/17,632799,12475,61,2,5,5,57,9,SAT,0,360
8760,11/28/17,12-04-17,632997,12066,63,2,5,5,57,9,SAT,0,213
8668,10/27/17,10/27/17,638457,10225,26,2,5,5,57,9,SAT,0,279
8613,10/20/17,10/23/17,639711,12176,53,2,5,5,57,9,SAT,0,456
9158,02/28/18,02/28/18,642018,10993,46,2,5,5,57,9,SAT,0,663
9845,06/27/18,06/27/18,642020,781,7,2,5,5,57,9,SAT,0,131
9654,05/24/18,05/25/18,643299,11087,10,2,5,5,57,9,SAT,0,386
9583,05/17/18,05/18/18,2089970,11626,53,2,5,5,57,9,SAT,0,305
8615,10/20/17,10/23/17,649944,11668,66,2,5,5,57,9,SAT,0,747
8061,09/14/17,09/21/17,652076,11984,71,2,5,5,57,9,SAT,0,4
12059,04/17/19,04/19/19,1818700,11044,27,2,5,5,57,9,SAT,0,177
7968,08/31/17,09-01-17,653170,12125,26,2,5,5,57,9,SAT,0,120
12521,05/30/19,06-03-19,891839,9901,65,2,5,5,57,9,SAT,0,107
7905,08-09-17,08-10-17,734702,11133,4,2,5,5,57,9,SAT,0,79
7795,07/25/17,07/27/17,655082,1875,77,2,5,5,57,9,SAT,0,576
7762,07/20/17,07/24/17,664512,10069,10,2,5,5,57,9,SAT,0,653
9231,03-08-18,03/14/18,1767741,11904,25,2,5,5,57,9,SAT,0,412
8113,09/21/17,09/21/17,1872899,11714,22,2,5,5,57,9,SAT,0,992
9148,02/27/18,02/28/18,2475803,189,5,2,5,5,57,9,SAT,0,126
12716,07-08-19,07-08-19,690277,12120,6,2,5,5,57,9,SAT,0,856
7834,07/28/17,07/31/17,2066681,8432,38,2,5,5,57,9,SAT,0,958
8041,09-12-17,09/22/17,694572,1879,62,2,5,5,57,9,SAT,0,70
8975,01/23/18,01/25/18,697786,10550,68,2,5,5,57,9,SAT,0,661
8662,10/26/17,10/27/17,701132,1866,38,2,5,5,57,9,SAT,0,673
12793,07/29/19,07/29/19,703250,791,55,2,5,5,57,9,SAT,0,285
8699,11-08-17,11-09-17,710738,9559,43,2,5,5,57,9,SAT,0,134
9356,04/17/18,04/24/18,706554,7841,49,2,5,5,57,9,SAT,0,962
7922,08/16/17,08/17/17,711405,10992,43,2,5,5,57,9,SAT,0,249
9992,07/24/18,07/24/18,1786064,781,21,2,5,5,57,9,SAT,0,787
9409,04/25/18,05-08-18,714572,10550,9,2,5,5,57,9,SAT,0,772
9850,06/28/18,06/29/18,714572,9000,29,2,5,5,57,9,SAT,0,772
8182,09/27/17,10-02-17,1847894,11254,60,2,5,5,57,9,SAT,0,396
9089,02/13/18,02/15/18,2007877,978,56,2,5,5,57,9,SAT,0,904
12544,05/31/19,06-04-19,1898871,116,15,2,5,5,57,9,SAT,0,212
9833,06/26/18,06/28/18,1836673,10861,44,2,5,5,57,9,SAT,0,8
11516,03/21/19,04-01-19,773979,9562,7,2,5,5,57,9,SAT,0,976
7790,07/24/17,07/27/17,775079,2613,10,2,5,5,57,9,SAT,0,782
8580,10/19/17,10/23/17,2157106,11118,78,2,5,5,57,9,SAT,0,806
9827,06/25/18,06/28/18,891717,10994,27,2,5,5,57,9,SAT,0,403
8654,10/25/17,10/27/17,790948,12181,56,2,5,5,57,9,SAT,0,845
12531,05/30/19,06-03-19,792125,10850,5,2,5,5,57,9,SAT,0,726
7899,08-08-17,08-08-17,2033761,1896,26,2,5,5,57,9,SAT,0,837
10829,02-06-19,02-06-19,801796,1079,57,2,5,5,57,9,SAT,0,967
10575,12-11-18,12-12-18,1773476,11100,61,2,5,5,57,9,SAT,0,383
8508,10/16/17,10/19/17,808812,11169,70,2,5,5,57,9,SAT,0,523
8325,10-09-17,10-09-17,811526,884,77,2,5,5,57,9,SAT,0,745
7921,08/16/17,08/16/17,817508,9634,14,2,5,5,57,9,SAT,0,91
12520,05/30/19,06-03-19,831349,11066,39,2,5,5,57,9,SAT,0,736
8810,12-12-17,12/15/17,2056391,8882,40,2,5,5,57,9,SAT,0,821
9262,03/22/18,03/27/18,1914567,781,14,2,5,5,57,9,SAT,0,906
12446,05/22/19,05/27/19,837532,1994,34,2,5,5,57,9,SAT,0,864
7950,08/25/17,08/28/17,837905,1465,7,2,5,5,57,9,SAT,0,911
7757,07/19/17,07/21/17,1722528,1512,9,2,5,5,57,9,SAT,0,517
11139,03-07-19,03-07-19,2348070,11003,22,2,5,5,57,9,SAT,0,394
9783,06/19/18,06/27/18,847092,10030,6,2,5,5,57,9,SAT,0,380
8980,01/23/18,01/31/18,847896,9022,64,2,5,5,57,9,SAT,0,179
7808,07/26/17,08-01-17,2295074,12024,60,2,5,5,57,9,SAT,0,186
12576,06-05-19,06-06-19,853429,10850,66,2,5,5,57,9,SAT,0,435
12466,05/28/19,05/28/19,1893825,10802,15,2,5,5,57,9,SAT,0,372
12618,06/13/19,06/13/19,857265,12034,22,2,5,5,57,9,SAT,0,122
7909,08-10-17,08-10-17,857745,355,26,2,5,5,57,9,SAT,0,33
8701,11-08-17,11-10-17,1893268,11031,72,2,5,5,57,9,SAT,0,33
9705,06-05-18,06-06-18,872907,1702,48,2,5,5,57,9,SAT,0,227
12468,05/28/19,05/29/19,1767351,10990,19,2,5,5,57,9,SAT,0,599
7830,07/28/17,07/31/17,875016,960,50,2,5,5,57,9,SAT,0,906
8595,10/20/17,10/20/17,876843,9803,23,2,5,5,57,9,SAT,0,845
8651,10/25/17,10/27/17,885065,10426,70,2,5,5,57,9,SAT,0,394
9532,05/14/18,05/14/18,888890,12066,16,2,5,5,57,9,SAT,0,818
11603,03/27/19,03/29/19,2130884,9893,17,2,5,5,57,9,SAT,0,268
9142,02/26/18,02/27/18,890130,11714,32,2,5,5,57,9,SAT,0,251
9575,05/17/18,05/17/18,891259,2384,55,2,5,5,57,9,SAT,0,88
9410,04/25/18,05-08-18,891336,8999,37,2,5,5,57,9,SAT,0,682
7805,07/26/17,07/27/17,892748,11118,29,2,5,5,57,9,SAT,0,614
8048,09/13/17,09/20/17,1836246,11916,22,2,5,5,57,9,SAT,0,284
12513,05/30/19,05/31/19,893070,12603,32,2,5,5,57,9,SAT,0,490
9524,05-11-18,05-11-18,893089,2519,39,2,5,5,57,9,SAT,0,392
8467,10/13/17,10/19/17,1886694,11268,75,2,5,5,57,9,SAT,0,607
8995,01/26/18,01/26/18,1851571,507,36,2,5,5,57,9,SAT,0,726
8743,11/22/17,11/23/17,895968,940,37,2,5,5,57,9,SAT,0,719
12495,05/30/19,05/30/19,896581,8120,55,2,5,5,57,9,SAT,0,845
8022,09-08-17,09/19/17,1607773,2676,70,2,5,5,57,9,SAT,0,822
9973,07/20/18,08/31/18,1642881,1462,18,2,5,5,57,9,SAT,0,968
9812,06/22/18,06/28/18,1645958,1291,5,2,5,5,57,9,SAT,0,647
10557,12-05-18,12-06-18,1657212,11220,60,2,5,5,57,9,SAT,0,679
10461,11-08-18,11-08-18,1659622,9646,46,2,5,5,57,9,SAT,0,448
8205,09/29/17,10-03-17,1860373,11099,33,2,5,5,57,9,SAT,0,669
8650,10/25/17,10/27/17,1660641,12356,75,2,5,5,57,9,SAT,0,976
7957,08/29/17,08/30/17,1675246,9395,36,2,5,5,57,9,SAT,0,597
9541,05/14/18,05/21/18,1683477,7654,70,2,5,5,57,9,SAT,0,355
10924,02/15/19,02/18/19,1699664,10601,35,2,5,5,57,9,SAT,0,482
12574,06-05-19,06-06-19,1699704,10345,69,2,5,5,57,9,SAT,0,6
8150,09/25/17,10-02-17,1706757,11086,70,2,5,5,57,9,SAT,0,726
8725,11/16/17,11/17/17,2144485,11796,77,2,5,5,57,9,SAT,0,403
7860,08-02-17,08-02-17,1708963,9647,52,2,5,5,57,9,SAT,0,899
7828,07/28/17,07/31/17,1709115,9000,29,2,5,5,57,9,SAT,0,446
7951,08/25/17,08/28/17,2433474,1097,75,2,5,5,57,9,SAT,0,964
7878,08-04-17,08-04-17,1869514,11031,4,2,5,5,57,9,SAT,0,683
7753,07/19/17,07/21/17,1725854,8742,74,2,5,5,57,9,SAT,0,146
8039,09-12-17,09/22/17,1729076,11156,68,2,5,5,57,9,SAT,0,435
10499,11/19/18,11/22/18,1731093,10326,58,2,5,5,57,9,SAT,0,258
12445,05/22/19,05/27/19,1732408,11173,7,2,5,5,57,9,SAT,0,711
9715,06-06-18,06-06-18,1733888,7654,61,2,5,5,57,9,SAT,0,145
8298,10-06-17,10/16/17,1736633,12769,74,2,5,5,57,9,SAT,0,49
8764,11/28/17,12-04-17,1748930,923,35,2,5,5,57,9,SAT,0,514
8142,09/25/17,10-02-17,1756116,9311,28,2,5,5,57,9,SAT,0,915
9860,06/29/18,06/29/18,1761186,8882,66,2,5,5,57,9,SAT,0,622
7809,07/26/17,07/27/17,2066680,10850,35,2,5,5,57,9,SAT,0,641
7942,08/24/17,08/24/17,1894749,8955,75,2,5,5,57,9,SAT,0,931
10722,01/18/19,01/23/19,1865781,960,62,2,5,5,57,9,SAT,0,160
8146,09/25/17,10-02-17,1863913,8569,64,2,5,5,57,9,SAT,0,525
7997,09-05-17,09/19/17,1775241,2507,41,2,5,5,57,9,SAT,0,511
12792,07/26/19,07/26/19,1775585,10218,54,2,5,5,57,9,SAT,0,162
7920,08/16/17,08/16/17,2385319,10324,23,2,5,5,57,9,SAT,0,232
